scope,segment,policy,reward_name,metric,point_estimate,ci_low,ci_high,bootstrap_reps
segment,high_traffic,causal_no_history_fqi,primary,estimated_lateness_min,4.2710749984065774,4.091493029867791,4.45870603488857,500
segment,high_traffic,causal_no_history_fqi,primary,estimated_co2_kg,3.9844186287820684,3.966707705961099,4.003049380445096,500
segment,high_traffic,causal_no_history_fqi,primary,estimated_crash,0.12778872189833057,0.12627889189904243,0.12933768586476557,500
segment,high_traffic,causal_no_history_fqi,primary,estimated_near_miss,0.5667158565511046,0.5636829562384904,0.5696543236588829,500
segment,high_traffic,causal_no_history_fqi,primary,estimated_on_time,0.6828848818599951,0.673169278352322,0.6925712777855411,500
segment,rain_or_event,causal_no_history_fqi,primary,policy_value_plugin,-5.6195853059401815,-5.717732228497507,-5.520680468179549,500
segment,rain_or_event,causal_no_history_fqi,primary,policy_value_ips,-4.926280457115032,-5.117101497788349,-4.722984039837524,500
segment,rain_or_event,causal_no_history_fqi,primary,policy_value_dr,-5.412156373894513,-5.666614388964891,-5.139480755670436,500
segment,rain_or_event,causal_no_history_fqi,primary,estimated_lateness_min,2.6115095679365408,2.5170031181237382,2.7052934123915175,500
segment,rain_or_event,causal_no_history_fqi,primary,estimated_co2_kg,3.777162768636423,3.7658551503423316,3.789082514335734,500
segment,rain_or_event,causal_no_history_fqi,primary,estimated_crash,0.11737149708585536,0.11638298872466114,0.1183303660411121,500
segment,rain_or_event,causal_no_history_fqi,primary,estimated_near_miss,0.5394641067089007,0.5369231942270037,0.5417477381615619,500
segment,rain_or_event,causal_no_history_fqi,primary,estimated_on_time,0.7799972013393007,0.7742900343678479,0.785749312329569,500
segment,tight_window,causal_no_history_fqi,primary,policy_value_plugin,-8.157734769673453,-8.316053682349777,-7.98413301984025,500
segment,tight_window,causal_no_history_fqi,primary,policy_value_ips,-7.7571818858017645,-8.165278155311832,-7.307886898972179,500
segment,tight_window,causal_no_history_fqi,primary,policy_value_dr,-8.348849746817335,-8.867807527649976,-7.867826773476427,500
segment,tight_window,causal_no_history_fqi,primary,estimated_lateness_min,5.25708094511957,5.086730603592584,5.412819918443761,500
segment,tight_window,causal_no_history_fqi,primary,estimated_co2_kg,3.735481489959536,3.7166491797348695,3.7521234391622884,500
segment,tight_window,causal_no_history_fqi,primary,estimated_crash,0.10971894740484936,0.10829938487529178,0.11120485788600408,500
segment,tight_window,causal_no_history_fqi,primary,estimated_near_miss,0.5281840262567414,0.5244449274959915,0.5317433257847216,500
segment,tight_window,causal_no_history_fqi,primary,estimated_on_time,0.5377905098015909,0.5299247941674089,0.5470951404935296,500
segment,late_day,causal_no_history_fqi,primary,policy_value_plugin,-4.978993660777097,-5.094473996349739,-4.847041882125481,500
segment,late_day,causal_no_history_fqi,primary,policy_value_ips,-4.3174809614998,-4.586458744099756,-4.044605019548149,500
segment,late_day,causal_no_history_fqi,primary,policy_value_dr,-4.858113390221925,-5.204994075166452,-4.489487386842302,500
segment,late_day,causal_no_history_fqi,primary,estimated_lateness_min,2.09800501619304,1.9816179473741435,2.2035670561181417,500
segment,late_day,causal_no_history_fqi,primary,estimated_co2_kg,3.7411779760125534,3.7246247767684046,3.755856292474018,500
segment,late_day,causal_no_history_fqi,primary,estimated_crash,0.10834476130946546,0.10708488535797515,0.10972702132618095,500
segment,late_day,causal_no_history_fqi,primary,estimated_near_miss,0.5246527181434459,0.5210023919315324,0.5284280651377723,500
segment,late_day,causal_no_history_fqi,primary,estimated_on_time,0.8132970841887304,0.8069567177590065,0.8204993474843117,500
overall,,causal_no_vehicle_id_fqi,primary,policy_value_plugin,-4.833723390339196,-4.896229419950038,-4.76421060934917,500
overall,,causal_no_vehicle_id_fqi,primary,policy_value_ips,-4.263002501600034,-4.406546799654524,-4.126444928305648,500
overall,,causal_no_vehicle_id_fqi,primary,policy_value_dr,-4.670348275548825,-4.846986011227725,-4.4864652466205515,500
overall,,causal_no_vehicle_id_fqi,primary,estimated_lateness_min,1.9845570170587887,1.9191282366003313,2.0415738530366716,500
overall,,causal_no_vehicle_id_fqi,primary,estimated_co2_kg,3.735822275547812,3.726940575095659,3.7442004503298905,500
overall,,causal_no_vehicle_id_fqi,primary,estimated_crash,0.10623484406616883,0.10554034533630288,0.10696983218884527,500
overall,,causal_no_vehicle_id_fqi,primary,estimated_near_miss,0.5198267387545781,0.517986702122715,0.52172917455253,500
overall,,causal_no_vehicle_id_fqi,primary,estimated_on_time,0.8181194416466115,0.8144295096261075,0.8219930500941728,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,policy_value_plugin,-7.486416869553119,-7.6908751600175185,-7.2891402295117524,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,policy_value_ips,-6.758034072698493,-7.181445830013747,-6.365942443975837,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,policy_value_dr,-7.303120310646344,-7.758087372498994,-6.846298956448021,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,estimated_lateness_min,4.27766175983302,4.083124876407443,4.470040124230311,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,estimated_co2_kg,3.985698260794126,3.968521498938933,4.004064621167142,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,estimated_crash,0.12781127835648837,0.12626629321843916,0.12958349113823567,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,estimated_near_miss,0.5667513369981955,0.5638153185875552,0.5697123164003064,500
segment,high_traffic,causal_no_vehicle_id_fqi,primary,estimated_on_time,0.6829759405425883,0.6733531201929058,0.6928324704602381,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,policy_value_plugin,-5.620989735276679,-5.732953276605463,-5.508169834702934,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,policy_value_ips,-4.9128280058779445,-5.113184249178561,-4.681413901341918,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,policy_value_dr,-5.361771368624141,-5.608669597151424,-5.073130883114407,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,estimated_lateness_min,2.612270225524128,2.5078969792503765,2.716972564506215,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,estimated_co2_kg,3.7787962645806625,3.766403783422653,3.7913724742229387,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,estimated_crash,0.11739773171950939,0.11628142886645379,0.11855310938279834,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,estimated_near_miss,0.5394914698206625,0.5369848158909508,0.5420285988407154,500
segment,rain_or_event,causal_no_vehicle_id_fqi,primary,estimated_on_time,0.7800258217927223,0.7744377475625825,0.7862288255597389,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,policy_value_plugin,-8.154822858922664,-8.329930306774905,-7.97590457306239,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,policy_value_ips,-7.545912436445879,-7.995862505449402,-7.180266955404667,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,policy_value_dr,-8.113433692463573,-8.584250529380586,-7.679359421234918,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,estimated_lateness_min,5.254361113455847,5.091724319195753,5.420411644661839,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,estimated_co2_kg,3.7345874901798197,3.71818201620784,3.752199633725548,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,estimated_crash,0.10972076499709021,0.1082476175941227,0.1112512732638567,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,estimated_near_miss,0.5281682987299752,0.5243841580766981,0.5315972555968901,500
segment,tight_window,causal_no_vehicle_id_fqi,primary,estimated_on_time,0.5377099078901629,0.5295082399629434,0.5456368730435573,500
segment,late_day,causal_no_vehicle_id_fqi,primary,policy_value_plugin,-4.9843899898776,-5.1144921157377405,-4.858756890901275,500
segment,late_day,causal_no_vehicle_id_fqi,primary,policy_value_ips,-4.336990462078289,-4.606780547099097,-4.09046258401082,500
segment,late_day,causal_no_vehicle_id_fqi,primary,policy_value_dr,-4.869330805558098,-5.242453257578331,-4.54363061111839,500
segment,late_day,causal_no_vehicle_id_fqi,primary,estimated_lateness_min,2.103625522548861,1.9856065989359664,2.223952136130339,500
segment,late_day,causal_no_vehicle_id_fqi,primary,estimated_co2_kg,3.7411900325555414,3.7243972048823717,3.757390799169504,500
segment,late_day,causal_no_vehicle_id_fqi,primary,estimated_crash,0.10831985893872047,0.10702420164806133,0.1096377484618601,500
segment,late_day,causal_no_vehicle_id_fqi,primary,estimated_near_miss,0.5246639357152131,0.52141249319233,0.5278797659867829,500
segment,late_day,causal_no_vehicle_id_fqi,primary,estimated_on_time,0.8131564060402238,0.8059227708055046,0.8208545145313682,500
overall,,minimal_fqi,primary,policy_value_plugin,-4.870075467039215,-4.9374717098778245,-4.802841573270177,500
overall,,minimal_fqi,primary,policy_value_ips,-4.423082043165765,-4.559478077675357,-4.280009573555097,500
overall,,minimal_fqi,primary,policy_value_dr,-4.810388211039625,-4.988181972639593,-4.601393371642169,500
overall,,minimal_fqi,primary,estimated_lateness_min,2.0207099673354523,1.9566493719367692,2.0834959535160196,500
overall,,minimal_fqi,primary,estimated_co2_kg,3.736536047528244,3.7281072710704644,3.744347820770907,500
overall,,minimal_fqi,primary,estimated_crash,0.10623708271271594,0.10555058713288029,0.10699953926807522,500
overall,,minimal_fqi,primary,estimated_near_miss,0.5198437315354776,0.5179656169944051,0.5216328163182018,500
overall,,minimal_fqi,primary,estimated_on_time,0.8173281748519308,0.8133424315851574,0.8211435146789325,500
segment,high_traffic,minimal_fqi,primary,policy_value_plugin,-7.56766253270931,-7.758636925655853,-7.374161774461945,500
segment,high_traffic,minimal_fqi,primary,policy_value_ips,-7.154283293852075,-7.5705873339079215,-6.726621516441945,500
segment,high_traffic,minimal_fqi,primary,policy_value_dr,-7.418795426754605,-7.864391652576174,-6.963690938234415,500
segment,high_traffic,minimal_fqi,primary,estimated_lateness_min,4.354544967011204,4.165706028210887,4.54502139064919,500
segment,high_traffic,minimal_fqi,primary,estimated_co2_kg,4.002291366792519,3.9842840907973,4.020068259391,500
segment,high_traffic,minimal_fqi,primary,estimated_crash,0.1278794503199264,0.1263510627814681,0.12937578626020055,500
segment,high_traffic,minimal_fqi,primary,estimated_near_miss,0.5669323945701688,0.5637569900917571,0.5699765479902027,500
segment,high_traffic,minimal_fqi,primary,estimated_on_time,0.6816946494615113,0.673407790831194,0.6907172263639837,500
segment,rain_or_event,minimal_fqi,primary,policy_value_plugin,-5.67432434008385,-5.784952998629301,-5.56048718842309,500
segment,rain_or_event,minimal_fqi,primary,policy_value_ips,-5.045048405183039,-5.223035179792732,-4.8475545495821,500
segment,rain_or_event,minimal_fqi,primary,policy_value_dr,-5.469418842517921,-5.709240089281099,-5.185684649657634,500
segment,rain_or_event,minimal_fqi,primary,estimated_lateness_min,2.6660713400031177,2.557093173661073,2.7699867756745653,500
segment,rain_or_event,minimal_fqi,primary,estimated_co2_kg,3.7761718331246747,3.763339326535226,3.788644379795971,500
segment,rain_or_event,minimal_fqi,primary,estimated_crash,0.11740656388281932,0.1163177907783035,0.11851377654035623,500
segment,rain_or_event,minimal_fqi,primary,estimated_near_miss,0.5394764973138015,0.5369489846851652,0.5419316707186114,500
segment,rain_or_event,minimal_fqi,primary,estimated_on_time,0.7790787084238039,0.7731254996610936,0.7850786047784141,500
segment,tight_window,minimal_fqi,primary,policy_value_plugin,-8.21705794830598,-8.401359309764121,-8.043094606007436,500
segment,tight_window,minimal_fqi,primary,policy_value_ips,-8.215811685886253,-8.634894246946143,-7.772376161238953,500
segment,tight_window,minimal_fqi,primary,policy_value_dr,-8.593823335559007,-9.100821562754657,-8.078303526904655,500
segment,tight_window,minimal_fqi,primary,estimated_lateness_min,5.315654553529218,5.148924338792786,5.498419311408462,500
segment,tight_window,minimal_fqi,primary,estimated_co2_kg,3.7357835080283563,3.718458424520869,3.751956304284052,500
segment,tight_window,minimal_fqi,primary,estimated_crash,0.10979605472760838,0.10838350273184373,0.11121831429108198,500
segment,tight_window,minimal_fqi,primary,estimated_near_miss,0.5281430729475032,0.5247271982746547,0.5316664419849997,500
segment,tight_window,minimal_fqi,primary,estimated_on_time,0.536870461611535,0.5288239245139179,0.5449431915488299,500
segment,late_day,minimal_fqi,primary,policy_value_plugin,-5.013843682661792,-5.130409561324808,-4.875252180054107,500
segment,late_day,minimal_fqi,primary,policy_value_ips,-4.415558280322583,-4.67312578166217,-4.153974977241254,500
segment,late_day,minimal_fqi,primary,policy_value_dr,-4.869596046786499,-5.251358231348518,-4.507082045460739,500
segment,late_day,minimal_fqi,primary,estimated_lateness_min,2.1301458301654654,1.9961334946037719,2.243146339249342,500
segment,late_day,minimal_fqi,primary,estimated_co2_kg,3.7510926142093175,3.7348124215967062,3.7654624905398015,500
segment,late_day,minimal_fqi,primary,estimated_crash,0.10840621499661167,0.10704553195478542,0.10972529361702106,500
segment,late_day,minimal_fqi,primary,estimated_near_miss,0.5247085898441729,0.5214198306916075,0.5280583387019989,500
segment,late_day,minimal_fqi,primary,estimated_on_time,0.8127514453041619,0.8057702316813491,0.8201290919635478,500
